CountryId	MemberOrderIndex	CastleId	Id	Name	Attack	Defense	Intelligence	Governing	PersonalityText	TraintsText	LoyaltyBase	Fealty	Ambition	Gold	Contribution	Prestige	Loyalty	PersonalActionGauge	PersonalActionGaugeStep	StrategyActionGauge	StrategyActionGaugeStep	Soldiers	IsPlayer	CanOrder	IsImportant	IsStarving	ActionPoints	IncapacitatedDaysRemaining	csvDebugData	csvDebugMemo	
-1	-1	-1	27	"エルロン"	68	55	51	50	"Knight"	"Knight"	90	8	5	10.0	0.0	0	100.0	0.0	2.05333352	0.0	0.5333333	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	28	"エレノア"	32	46	64	57	"Pacifist"	"None"	90	7	5	10.0	0.0	0	100.0	0.0	2.1	0.0	1.01333356	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	29	"オスカー"	54	71	51	47	"Warrior"	"Hunter"	90	7	5	10.0	0.0	0	100.0	0.0	2.05333352	0.0	0.453333557	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	30	"オベロン"	72	88	90	85	"Leader"	"Hunter"	70	6	7	10.0	0.0	0	100.0	0.0	4.193333	0.0	5.013333	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	32	"オリビア"	84	78	86	85	"Normal"	"None"	80	7	6	10.0	0.0	0	100.0	0.0	4.006667	0.0	4.693334	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	34	"カトリーナ"	89	58	72	41	"Pirate"	"Pirate"	75	2	6	10.0	0.0	0	100.0	0.0	2.85333347	0.0	1.73333323	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	37	"キャスパー"	55	70	83	85	"Merchant"	"Merchant"	85	7	5	10.0	0.0	0	100.0	0.0	3.646667	0.0	4.16000032	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	39	"ケイルン"	93	78	55	48	"Knight"	"Knight"	90	7	6	10.0	0.0	0	100.0	0.0	2.62000012	0.0	1.30666649	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	40	"ケイロス"	68	73	90	90	"Leader"	"None"	80	6	8	10.0	0.0	0	100.0	0.0	3.99333358	0.0	4.87999964	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	48	"シルバーン"	83	89	74	57	"Warrior"	"Hunter"	85	6	4	10.0	0.0	0	100.0	0.0	3.22666669	0.0	2.69333386	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	49	"ジェームズ"	78	88	74	65	"Knight"	"Knight"	90	8	3	10.0	0.0	0	100.0	0.0	3.36666656	0.0	3.093334	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	50	"ジャスパー"	91	79	61	54	"Knight"	"Knight"	80	6	6	10.0	0.0	0	100.0	0.0	2.86000013	0.0	1.89333391	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	51	"ジャスミン"	58	78	84	76	"Normal"	"None"	85	6	5	10.0	0.0	0	100.0	0.0	3.65333343	0.0	3.94666624	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	53	"ジークフリート"	88	92	78	76	"Knight"	"Knight"	75	8	7	10.0	0.0	0	100.0	0.0	3.77333355	0.0	4.0	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	57	"セレーネ"	74	86	93	94	"Chaos"	"DivineSpeed"	80	7	4	10.0	0.0	0	100.0	0.0	4.41333342	0.0	5.6	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	62	"ソレイユ"	85	81	72	67	"Knight"	"Knight"	85	8	5	10.0	0.0	0	100.0	0.0	3.29333329	0.0	3.013333	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	63	"タリシア"	83	85	70	72	"Normal"	"Mountaineer"	85	8	4	10.0	0.0	0	100.0	0.0	3.34000015	0.0	3.17333364	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	64	"チャールズ"	83	36	57	45	"Warrior"	"None"	90	6	7	10.0	0.0	0	100.0	0.0	2.41333342	0.0	0.986666858	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	68	"ドレイク"	84	86	80	69	"Warrior"	"Admiral Hunter"	75	7	8	10.0	0.0	0	100.0	0.0	3.56666684	0.0	3.57333374	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	72	"ネメア"	83	70	76	71	"Knight"	"Knight"	90	8	5	10.0	0.0	0	100.0	0.0	3.44	0.0	3.38666677	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	74	"ノクターン"	86	79	88	56	"Knight"	"Knight"	80	6	7	10.0	0.0	0	100.0	0.0	3.52000022	0.0	3.30666685	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	79	"フェニックス"	90	95	80	63	"Knight"	"Knight"	80	9	5	10.0	0.0	0	100.0	0.0	3.62666678	0.0	3.493334	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	83	"ヘリオス"	95	93	96	77	"Chaos"	"DivineSpeed"	50	1	5	10.0	0.0	0	100.0	0.0	4.333333	0.0	5.093334	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	85	"ペルシヴァル"	89	93	80	71	"Knight"	"Knight"	95	9	6	10.0	0.0	0	100.0	0.0	3.746667	0.0	3.86666656	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	87	"ミリアム"	75	82	86	79	"Warrior"	"None"	85	8	5	10.0	0.0	0	100.0	0.0	3.84666681	0.0	4.31999969	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	89	"ライラ"	46	55	81	76	"Pacifist"	"None"	90	7	3	10.0	0.0	0	100.0	0.0	3.11333346	0.0	3.17333364	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	91	"リリス"	87	79	70	68	"Warrior"	"Hunter"	75	6	7	10.0	0.0	0	100.0	0.0	3.3	0.0	3.013333	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	92	"ルシアン"	84	85	81	70	"Knight"	"Knight"	75	5	7	10.0	0.0	0	100.0	0.0	3.59333348	0.0	3.65333343	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	93	"ルナ"	49	65	92	93	"Pacifist"	"None"	85	7	4	10.0	0.0	0	100.0	0.0	3.946667	0.0	4.9333334	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	98	"ロゼッタ"	79	70	70	68	"Knight"	"Knight"	85	7	5	10.0	0.0	0	100.0	0.0	3.13999987	0.0	2.8	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	100	"ローズマリー"	85	73	76	75	"Warrior"	"None"	80	7	5	10.0	0.0	0	100.0	0.0	3.56000018	0.0	3.65333343	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	101	"ヴァルカン"	79	83	87	64	"Knight"	"Knight"	80	7	6	10.0	0.0	0	100.0	0.0	3.59333348	0.0	3.60000014	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	102	"ヴィオレット"	64	70	69	72	"Pacifist"	"None"	90	8	3	10.0	0.0	0	100.0	0.0	3.01333356	0.0	2.72	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	120	"リーフ"	84	82	79	69	"Knight"	"Knight Hunter"	80	6	6	10.0	0.0	0	100.0	0.0	3.49999976	0.0	3.46666646	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	108	"モルガナ"	65	71	93	90	"Chaos"	"Hunter"	80	6	7	10.0	0.0	0	100.0	0.0	4.0333333	0.0	4.98666668	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	131	"ヴェラ"	90	83	81	52	"Knight"	"Knight Hunter"	80	8	6	10.0	0.0	0	100.0	0.0	3.33333325	0.0	2.826667	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	167	"レイチェル"	54	61	75	81	"Pacifist"	"None"	80	7	4	10.0	0.0	0	100.0	0.0	3.17333317	0.0	3.27999973	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	170	"オーレリア"	35	39	90	70	"Pacifist"	"None"	80	8	4	10.0	0.0	0	100.0	0.0	2.91333342	0.0	2.906667	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	188	"ブランドン"	87	81	66	35	"Warrior"	"None"	80	6	6	10.0	0.0	0	100.0	0.0	2.5333333	0.0	1.03999984	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	194	"カイ"	77	80	72	58	"Knight"	"Knight"	80	7	6	10.0	0.0	0	100.0	0.0	3.01333356	0.0	2.4	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	219	"サルヴァトーレ"	32	41	83	84	"Merchant"	"Merchant"	80	7	5	10.0	0.0	0	100.0	0.0	3.04666686	0.0	3.33333325	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	220	"ライアン"	76	80	56	56	"Knight"	"Knight"	80	8	3	10.0	0.0	0	100.0	0.0	2.54666662	0.0	1.43999994	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	234	"カイン"	48	44	87	78	"Merchant"	"Merchant"	80	8	5	10.0	0.0	0	100.0	0.0	3.17333317	0.0	3.413333	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	197	"マグナス"	84	90	76	54	"Warrior"	"Admiral"	80	8	7	10.0	0.0	0	100.0	0.0	3.23999977	0.0	2.66666675	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	211	"エーモン"	36	32	81	85	"Merchant"	"Merchant"	80	7	7	10.0	0.0	0	100.0	0.0	2.91333342	0.0	3.14666653	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	181	"マグノリア"	80	89	79	79	"Knight"	"Knight"	80	8	4	10.0	0.0	0	100.0	0.0	3.8	0.0	4.133333	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	180	"イリーナ"	55	49	60	63	"Pacifist"	"None"	80	8	3	10.0	0.0	0	100.0	0.0	2.29333329	0.0	1.36	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	172	"レイ"	81	85	66	55	"Knight"	"Knight"	80	7	6	10.0	0.0	0	100.0	0.0	2.89333344	0.0	2.05333352	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	169	"メリナ"	37	36	85	79	"Merchant"	"Merchant"	80	7	5	10.0	0.0	0	100.0	0.0	2.92	0.0	3.0666666	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	246	"ジェシカ"	47	40	76	85	"Merchant"	"Merchant"	80	7	5	10.0	0.0	0	100.0	0.0	2.99999976	0.0	3.17333364	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	247	"ケイデンス"	66	63	80	75	"Merchant"	"Merchant"	80	7	5	10.0	0.0	0	100.0	0.0	3.28666687	0.0	3.36000037	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	248	"マードック"	84	55	53	42	"Pirate"	"Pirate"	80	5	7	10.0	0.0	0	100.0	0.0	2.26666665	0.0	0.639999866	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	238	"フランチェスカ"	83	80	85	56	"Warrior"	"None"	80	7	7	10.0	0.0	0	100.0	0.0	3.38	0.0	3.0666666	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	121	"ヴィヴィアン"	74	78	91	81	"Chaos"	"Admiral"	80	6	6	10.0	0.0	0	100.0	0.0	3.94000053	0.0	4.58666658	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	133	"ジャンヌ"	83	88	77	62	"Knight"	"Knight Admiral"	80	8	5	10.0	0.0	0	100.0	0.0	3.38666677	0.0	3.093334	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	149	"ランスロット"	92	86	90	51	"Knight"	"Knight Admiral"	80	8	9	10.0	0.0	0	100.0	0.0	3.59333348	0.0	3.30666685	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	151	"ハロルド"	87	75	66	58	"Warrior"	"Admiral"	80	7	7	10.0	0.0	0	100.0	0.0	2.99333334	0.0	2.26666665	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	244	"ダリウス"	84	83	62	61	"Knight"	"Knight Admiral"	80	7	6	10.0	0.0	0	100.0	0.0	2.88666677	0.0	2.13333321	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	107	"アストリッド"	93	84	88	90	"Conqueror"	"Hunter"	80	6	10	10.0	0.0	0	100.0	0.0	4.34000063	0.0	5.306667	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	113	"アルヴィド"	82	78	84	86	"Conqueror"	"Hunter"	80	7	8	10.0	0.0	0	100.0	0.0	3.93333316	0.0	4.58666658	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	137	"エリカ"	88	68	91	83	"Conqueror"	"Knight Hunter"	80	7	9	10.0	0.0	0	100.0	0.0	4.18000031	0.0	4.96000051	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	127	"コンホヴァル"	79	68	92	90	"Conqueror"	"Hunter"	80	7	8	10.0	0.0	0	100.0	0.0	4.16666651	0.0	5.146666	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	132	"ヒルダ"	86	77	81	47	"Knight"	"Knight Hunter"	80	8	4	10.0	0.0	0	100.0	0.0	3.15333343	0.0	2.45333338	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	117	"オズ"	92	96	89	50	"Pacifist"	"Knight Drillmaster Hunter"	80	8	4	10.0	0.0	0	100.0	0.0	3.62666678	0.0	3.30666685	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	118	"リュコス"	78	87	91	92	"Pacifist"	"Hunter"	80	8	4	10.0	0.0	0	100.0	0.0	4.34000063	0.0	5.413333	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	111	"アイナ"	83	74	86	73	"Pacifist"	"Hunter"	80	8	4	10.0	0.0	0	100.0	0.0	3.746667	0.0	4.026667	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	115	"ロルフ"	87	83	85	60	"Warrior"	"Hunter"	80	9	4	10.0	0.0	0	100.0	0.0	3.43333316	0.0	3.17333364	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	110	"ガレノス"	57	86	90	89	"Pacifist"	"Hunter"	80	8	3	10.0	0.0	0	100.0	0.0	4.233333	0.0	5.17333364	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	114	"エイダン"	61	67	85	76	"Pacifist"	"Hunter"	80	8	3	10.0	0.0	0	100.0	0.0	3.4599998	0.0	3.706667	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	203	"ヴェロニカ"	83	65	86	77	"Leader"	"None"	80	6	8	10.0	0.0	0	100.0	0.0	3.82666659	0.0	4.24000025	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	195	"アウレリウス"	74	70	73	75	"Pacifist"	"None"	80	7	6	10.0	0.0	0	100.0	0.0	3.26	0.0	3.19999981	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
-1	-1	-1	204	"エリオット"	86	87	80	67	"Knight"	"Knight"	80	9	6	10.0	0.0	0	100.0	0.0	3.546667	0.0	3.493334	|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,|2,,	false	false	false	false	0	0	""	""	
